评论,分类
看视频还不错,1
"很好很好很好
",1
感觉就像亲自去现场听了讲座一样，让我受益匪浅。,1
我觉得老师讲的很好，我希望自己能够成为一名合格的国际志愿者，能够更好的为别人服务,1
挺好的，可以,1
十分方便，随时可以学习。,1
"感觉非常好
",1
很好的课程，对自己的影响很大,1
55555,1
"这个软件还可以吧
",1
"好好继续努力做的更好
",1
真是棒得很呢,1
感觉很好，继续怒了,1
"hhhhh
",1
非常好一门课,1
好好好好好,0
非常棒，很适合我们学习,1
课程很好，全靠自觉,1
"感觉还不错
",1
不错，很好，喜欢,1
挺好的，真的,1
非常好，有视频讲解，还有单独ppt，ppt知识点集中。,1
挺好的  没有缺点,1
很棒很棒的,1
好好好好好,1
很受启发，是门难得的好课程,1
"非常棒
很好",1
受益匪浅收获颇多,1
学到了很多从未接触过的知识，感谢学校提供的机会。,1
课程的内容很精致，谢谢老师，辛苦了,1
授课还行   就是不是面对面讲授知识  看着有点无聊  容易分神,1
非常不错，学到了很多东西,1
内容可以更好,1
"课程内容丰富
",1
总体还可以,1
棒棒棒棒棒棒,1
视频清晰流畅，非常好,1
"理论太多，知识点很集中
",1
很好，学到很多知识,1
"确实很棒，不愧是西南科技大学出品，要是是线下的课的话一定更好
",1
学到了很多东西,1
课程讲解十分到位详细,1
提升了我的精神品质,1
非常好 对于我们这种可以利用自己的空闲时间， 来提升自己,1
有很多启发，增强了很多法律知识,1
也不是那么如意,1
好，就是有点费眼,1
"非常好，让我学到了很多东西
",1
感觉十分好,1
"不错，还可以
",1
整体都挺好的,1
666好好,1
感觉特别好,0
老师讲的很好，收获很大,1
很好，非常实用,1
棒！真棒！,1
很好，课程很好,1
感觉挺好的,1
好，很好，非常优秀,1
。。。。。,1
nice吧,1
还可以，不过在教室学习更好，在家学习氛围不是很好,1
内容丰富 ，收益匪浅,1
挺好的233,1
我觉得还不错呀,1
6666666,1
非常好用，我很喜欢,1
可以还行吧,1
12345,1
好不错很不错,1
"超级棒超级好
",1
相当的可以j，简洁凝练,1
"学到了知识
",1
很棒，安排的很合理！,1
课程讲解详细，内容丰富。很棒,1
"知识结构清晰
",1
超级喜欢 内容详细,1
很不错的收获很大,1
"nicenicenice
",1
哈哈哈哈哈哈,1
虽然平常和上课不一样，但是看视频也可以学到很多，而且看不懂得可以反复看，而不是过去了,1
可以把！！！,1
。。。。。。,1
okokokokok,1
讲的非常详细，学到了不少知识。,1
感受到了祖国文化的博大精深,1
。。。。。。,0
"好
极了
古达
",1
很好让我学习了很多知识,1
收获很大，讲解很好,1
"很好内容很丰富
",1
讲的挺好的,1
。。。。。。。。,1
好     好好好好       ,1
"老师很认真，学习很理想
",1
明明学习了的，为什么我的进度不更新？,1
............,1
看到了不同的观点,1
很方便学习！,1
good software and good website,1
思想深刻，内容丰富,1
"非常好的课程
",1
确定人生目标，树立远大志向,1
很不错，学到了很多知识，得到了提升,1
"挺好觉得网课质量很高
",1
非常的好用,1
太棒了！~,1
感觉还行吧,1
对我的思想道德修养和法律基础有了很大的帮助,1
上课效果很好,1
"还不错我觉得
",1
"收获很多，学习到了许多知识
",1
课程很细腻讲得很到位,1
"不错哦感觉
",1
算是学到了点东西。,1
"还可以，比较方便
",1
感觉还不错，我能够适应,1
内容新颖，并能从中获得知识,1
教师的讲述非常详细,1
"挺棒的哦。
",1
学习到了很多知识,1
"还是多看多学
",1
还不错啊啊,1
很好，对学习帮助很大,1
"受益匪浅
老师的课程很有趣
",1
"好好好好好
",1
"课程比较灵活，很好
",1
效果真挺好,1
方式特别，新颖。,1
感觉学到了许多东西,1
讲解很有趣,1
收获很多，懂了更多道理。,1
慕课挺不错的,1
"无呜呜呜呜
",1
"我觉得可以
",1
可以这个mumu,1
学到了很多为人处世的道理，更明白了许多国家的政策，非常棒哈哈哈,1
"这门课让我学到了很多东西
",1
对祖国的了解加深了,1
这个课程太棒棒了啦,1
goodgood,1
正邦学校废心了,1
很满意很满意,1
学到了很多知识,1
"充实，高效，知识吸收率高
",1
我觉得挺好的，让我高效学习,1
确实很方便大学生 尤其这特殊期间 不过网站还可以做得更好 ui更人性化,1
还不错哈哈哈哈,1
学到了人生哲理，对人的态度，怎样规划未来,1
hhhhhh,1
"我变得更加积极了
",1
我觉得这种学习模式很棒真的。自己看视频有了自己学习的空间和时间，在自己了解知识点之后，再去参与讨论是一件非常有效率地事情。,1
课程质量很好。,1
真棒，不骗你！,1
"结合现实，举例丰富，启发人心
",1
老师讲的很清晰,1
很清楚较全面,1
接受，既来之则安之,1
厉害厉害   厉害 ,1
"感觉很好,有待提高


",1
学习使我快乐,1
挺不错的啊,1
"有点乏味，没有现场那种感觉
",0
"思修是思想的深化

",1
课程非常不错,1
"可以可以可以可以
",0
感觉还不错。,1
了解祖国时政,1
"还不错，帮助学生学习
",1
课程让我明白了什么是正确的人生观，价值观和世界观,1
还算可以吧,1
"看慕课给我我很多自己安排的学习时间，我觉得学习效率挺高的
",1
还行吧，接触到了之前未接触到的方面,0
棒棒棒棒棒,1
66666,1
网课的方式能获取更多方面的不同见解，对理解很有帮助,1
。。。。。,1
"很好，更容易理解记忆

",1
"感觉很
不错
",1
".....
",1
课程内容在讲解上十分通俗易懂。,1
影响深刻，更多互动,1
可以学到很多知识,1
"真的很好
我很喜欢
",1
很棒棒还可以,1
可以反复学习,1
视频很棒，,1
课程充满正能量，给我很多的启发,1
还是很棒棒的,1
让我对所学内容有了更深的理解和感悟,1
"授课方式新颖，学生有更多的时间安排自己的进度。
",1
受益匪浅，令人神往,1
优秀优秀优秀,1
学的非常投入,1
"我觉得讲的还是挺不错的
",1
离线观看不记时长,0
自我学习，主动思考的感觉很爽！,1
很棒，理解认识了许多，明白了许多道理，对自己的人生与自我有了更深层次的思考,1
厉害，很棒哦,1
"能够学到很多自己需要的知识
",1
"很好,非常满意
",1
课程内容组织清晰明了，方式很好，可以接受,1
很清晰，不错的,1
"很好很好非常好
",1
"很棒很喜欢
",1
"很棒。。。
",1
"账号问题。。。。。恶俗
",0
课程的视频做得用心,1
很棒 很棒 很棒,1
学了这么久让我受益匪浅，我了解到了人生的价值，人要树立正确的价值观。,1
提高了自身思想道德修养,1
自己安排时间的学习方便了很多,1
可以更好地安排时间，时间上不会太紧绷,1
挺有意义的一堂课~,1
"很不错，很好
",1
棒，内容丰富，,1
非常好教授,1
太棒啦mooc!,1
真的很好啊,1
"很棒
哈哈哈
",1
好像挺好的,1
好好好好好好,1
老师讲的很清晰,1
相当不错的教学,1
讲的可以再细一下,1
老师备课严谨充分，授课条理清晰，引人入胜。,1
在思想道德修养上面懂得了更多。,1
"认识到了思政课的强大。
",1
"很方便便，可以随时随地学到更多的知识
",1
    哇！超出预期了,1
收获很大的,1
"学习起来不方便，讲授不是很清楚
",0
MOOC是很好的学习软件,1
作为新时代大学生，本门课程让我学习到了更多的新思想！,1
"很好
////",1
虽然只学了短短几节课，但我还是收益匪浅。从这几节课我深刻的了解到了人的本质，人生观这些概念，同时也知道了如何树立正确的人生观。我相信，通过之后的学习，我会变得更加优秀。,1
好好好好好,1
真的挺不错,1
很棒很有趣,1
感觉非常好,1
棒，很好的软件，可以开倍速,1
棒，实属上乘,1
非常不错。,1
？？？？？？？,1
很不错的啦,1
感觉还是老师讲的好,1
.....,1
资源多，很方便,1
"......
",1
"..
...",1
老师上课很认真,1
"好，很好，非常好

",1
"人生观得以清楚地认识了
",1
学习感受良好，希望能获得更好的 学习体验,1
让我对人的本质有了更深的认可,1
内容清晰完整，很好。,1
"没有什么感想
",1
内容很好，很有收获,1
很有必要，也很有效,1
课程很棒，老师讲解很细致，收获颇多,1
非常不错哦,1
"思想上有一定的收获，更认清了自己
",1
66666,1
有规律地学会了各科知识,1
老师授课特别认真仔细。,1
好，特别好,1
"可以的，方便学习
",1
"授课方式灵活

",1
哈哈哈哈哈哈哈哈哈很好,1
感觉非常方便,1
哇！超出预期了,1
好好好好好,1
**太有趣了,1
看每一节视频跟着老师的思路走，不同的老师传授的知识让人醍醐灌顶，同时教学内容的PPT也上共享。,1
我觉得很不错，可以非常有效的学习,1
感觉真的对生活有了一些不同的看法,1
对我们青年的世界观有着启蒙的作用,1
课程基本可以，学习兴趣浓厚。,1
我觉得特别不错,1
讲得很好，有粗有细,1
可以棒棒的,1
老师讲得很好 ,1
学习了对人生价值的认识和感悟,1
666666,1
"课程效果很好
",1
通俗易懂，生动,1
好好好好好,1
获得了许多知识,1
理清了当代青年的使命，目标，受益匪浅,1
内心的充实,1
"超好的一种方式，不懂的还可以看课件或者回看
",0
老师讲的绘声绘色,1
"这个学习效果很好
",1
我非常满意,1
"感觉良好，很好
",1
垃圾软件，老是崩,0
我觉得很不错,1
效果不错，可以学到很多知识,1
收获良多，感受颇深·,1
感觉学到了许多,0
提高了自身的思想修养，更加明确了人生目标,1
挺好的okk,1
收获颇多啊,1
教学内容有实效,1
"学习几遍才有记录
",0
和在教室上课一样,1
