comment,sentiment,,
"鑰冭瘯缂栫▼棰楧EV-C涓兘杩愯鎴愬姛鍒拌繖 鍑犳閮借繃涓嶅幓銆?

锛燂紵锛燂紵锛燂紵锛燂紵锛燂紵锛燂紵锛燂紵锛?,0
銆婇噾铻嶅伐绋嬫璁恒€嬫厱璇炬槸鎴戝湪mooc骞冲彴涓婂弬鍔犵殑鏈€鏈夎川閲忕殑涓€闂ㄨ锛岃€佸笀鏁欑殑寰堟繁鍏ワ紝鍙互鎶婄悊璁恒€佸疄闄呫€佸簲鐢ㄩ兘缁撳悎璧锋潵锛岃绋嬪唴瀹瑰共璐ф弧婊★紝涓€鑺備簩鍗佸垎閽熺殑璇炬湁鏃跺€欏緱鐪嬪埌涓€涓皬鏃舵墠鑳藉畬鍏ㄦ帴鏀讹紝瀵逛簬鎶辩潃璁ょ湡瀛︿範鐨勭洰鐨勭殑鍚屽鐪熺殑鏄敹鑾烽涓般€傜湅鎱曡瑙嗛姣旇嚜宸卞晝涔﹀涔犺鏉ョ殑杞绘澗涓€浜涳紝涔熸洿鑳芥敹鑾蜂功涓婇殣鍚殑鐭ヨ瘑鐐癸紝姣旇鍫傛巿璇炬帴鍙楄捣鏉ユ洿瀹规槗浜涳紝鍙互闅忔椂鏍规嵁鑷繁鐨勭姸鎬佽皟鏁磋繘搴︼紝寰堟柟渚挎湁鏁堛€?1
璇剧▼鍐呭寰堝寰堝ソ,1
鍠滄杩欓棬璇剧▼~ 璇剧▼璁捐寰堟湁瓒ｏ紝瀛﹁捣鏉ュ緢鏈夊姩鍔涳紝鎺ㄨ崘缁欓浂鍩虹鐨勬湅鍙嬶紒,1
浣滀负涓€鍚嶈棰戠埍濂借€咃紝涓€鍚嶅箍鎾數瑙嗛鍩熶粠涓氳€咃紝鎴戠湅鍒伴噾铻嶅伐绋嬫厱璇惧洟闃熺殑鍖犲績銆?",,,
瑙嗛璇剧▼浠庝笣涓濆叆鎵ｇ殑鐞嗚璁茶В锛屽埌娣卞叆娴呭嚭鐨勪妇渚嬭鏄庯紝鍐嶅埌鏉＄悊娓呮櫚銆侀拡鐮椂寮婄殑鍐呭鍒嗘瀽锛岃瀛︾敓鐪熸浠庡悇鏂归潰棰嗘偀杩欓噾铻嶅伐绋嬫璁鸿繖闂ㄨ绋嬫渶娣卞埢鐨勫唴娑点€?,,,
鍚屾椂锛岃棰戠殑鍒朵綔涔熼鍏峰尃蹇冦€傛棤璁烘槸澶氭満浣嶇殑鍒囨崲杩樻槸鍚庢湡鐨勫悎鐞嗗壀杈戯紝鍐嶅埌绾补绠€娲併€佺粷涓嶅啑浣欑殑鏋勫浘鏂瑰紡锛岃瀛︾敓鍦ㄤ韩鍙楅珮璐ㄩ噺瑙嗛鍐呭鐨勫悓鏃讹紝瀛︿範鐫€鐭ヨ瘑銆?,,,
"鏈€鍚庯紝鍚戝コ绁炶€佸笀浠嚧鏁紝鎰熻阿浣犱滑鐨勭簿蹇冨噯澶囧拰鑰愬績鍒朵綔锛侀噾铻嶅伐绋嬫璁篗OOC锛屾垜鎵撴弧鍒嗭紒""",1,,
鏈変簺鐪嬭繃鐨勫唴瀹癸紝閮戒笉鏄剧ず鏄惁鐪嬭繃浜嗭紝搴旇鍔犱互鏀瑰杽锛屽儚瀛︿範閫氶偅鏍凤紝鐩綍灏卞湪涓€渚э紝杩欐牱姣旇緝鏂逛究,0,,
閫氫織銆傘€傘€傘€傘€?0,,,
鏈绋嬮噰鐢ㄧ嚎涓婁笌绾夸笅鐨勬柊棰栦笂璇炬柟寮忥紝鏃㈣兘鑷鏍规嵁瑙嗛銆佽璁恒€佹祴璇曠殑鏂瑰紡閽荤爺涔︽湰鐭ヨ瘑锛屽張鑳界嚎涓嬬瓟鐤戙€佸皬缁勭爺璁紝灏嗚嚜宸辩殑鎬濈淮鏇村ソ鍦板憟鐜板嚭鏉ャ€傝繖绉嶆柊棰栫殑鏂瑰紡鏃㈣В鏀句簡瀛︾敓鑷垜鎺㈢┒鐨勬綔鍔涘張鑳介敾鐐煎鐢熺殑鎬濈淮鑳藉姏锛屾彁鍗囦簡鍚屽瀵硅绋嬬煡璇嗗涔犵殑绉瀬鎬с€?1,,,
鍚庨潰鍗″湪80瀛︽椂涓嶅姩浜?0,,,
鏄庣櫧浜嗗ソ澶氬钩鏃朵笉浜嗚В鐨勭煡璇?1,,,
渚嬮璁茶В涓嶇粏鑷达紝璇句欢涓嶈兘涓嬭浇锛岃璇惧唴瀹逛笌鍙傝€冧功涓嶇鍚堬紝鏃犳硶澶嶄範锛岄潪甯稿け鏈?0,,,
蹇樹簡鎻愪氦浣滀笟鐨勫悗缁搷浣滈夯鐑?0,,,
"鎶辨瓑锛岀敓鍙戝墏鐪熺殑寰堣吹
",0,,
涓嶅绾夸笅鏁欏,0,,
寰堣鍘岋紝闈炲父宸姴锛屼负浠€涔堣繛璁ㄨ涔熻鏈夋埅姝㈡椂闂?0,,,
鏈変簺鍦版柟璁茬殑姣旇緝鍚贩锛屽氨鎼炰笉鎳?0,,,
璁插笀璁叉巿鐢熷姩鏄撴噦锛岃浜烘劅鍒板緢鏈夌敤銆?1,,,
鑰佸笀璁茬殑杩樻槸涓嶉敊鐨?1,,,
"濂斤紝绱ц窡瀹炰簨,鍙楃泭鍖祬",1,,
"瀛︿範鍒颁簡鍦ㄥ鏍℃帴瑙︿笉鍒扮殑鐭ヨ瘑
",1,,
鎸哄ソ鐨勶紝璇惧鍒颁簡寰堝銆?1,,,
鑷繁杩樹笉澶熻鐪?0,,,
寰堝ソ鐨勮绋嬶紝绯荤粺鐨勭粨鏋勶紝娓呮櫚鐨勭煡璇嗙偣锛屽璋锋瓕鏇村姞鐨勪簡瑙ｄ簡锛佽阿璋㈡墍鏈夊伐浣滀汉鍛樼殑浠樺嚭锛?1,,,
涓嶅鑷繁鐪嬩功锛屾姤杩欎釜璇惧氨鏄氮璐硅嚜宸辩殑鏃堕棿銆?0,,,
"鏈夌偣澶辨湜锛屼笉澶帹鑽愶紝婕旀妧寰堝艾
灏辫繖锛熸垜涓婃垜涔熻
",0,,
闈炲父澶辨湜锛屾垜鐪熺殑涓嶆暍鐩镐俊灞呯劧姣斾笂璇捐繕鏃犺亰,0,,
濂藉ソ濂藉ソ6666鐪熷績涓嶉敊,1,,
瀵瑰巻鍙叉湁澶氫簡浜涗簡瑙ｏ紝灏ゅ叾鏄惔鏂囧寲,0,,
杩為『搴忛兘鏄贡鐨?0,,,
鏋楄€佸笀鐨勮澶ソ浜嗭紝澶ソ浜嗭紝澶ソ浜嗭紝鏁欏鍐呭閽堝鎬у己锛屾暀瀛﹁瑷€椋庤叮锛屾暀瀛﹀伐浣滃叏韬績鎶曞叆锛屼笉鎰ф槸鍚嶉棬-娌堟箻鑰佸笀鐨勫紵瀛愶紝澶у鍟婏紒宸茬粡缁欏ソ澶氬悓浜嬪拰鏈嬪弸鎺ㄨ崘浜嗭紒鏁欏鏈韩涔熸槸鎴戜滑杩欎簺鑰佸笀瀛︿範鐨勬鏍凤紝绀鸿寖璇撅紝绀鸿寖璇撅紝绀鸿寖璇撅紝蹇呴』鎺ㄨ崘锛佹湡寰呮湁鏈轰細鎷滆锛?1,,,
鐜嬭緣鑰佸笀璁茶鐐掗浮妫掞紝璇惧爞涓婃病瀛﹀埌鐨勭煡璇嗗湪杩欓噷寰楀埌浜嗚ˉ鍏?1,,,
鎸夌潃涔︽湰涓€瀛椾笉宸殑蹇靛畬锛屾垜涔熸槸浣╂湇锛岋紝鎯逛笉璧锋児涓嶈捣锛屽憡杈?0,,,
鐜嬭緣鑰佸笀璇剧▼鐢辨祬鑷虫繁寰簭娓愯繘锛屾蹇靛墫鏋愭槑鏈楋紝鏃犺鏄渶瑕佸閲戝伐鐭ヨ瘑杩涜澶嶄範鐨勫悓瀛﹁繕鏄兂娑夊強閲戝伐棰嗗煙鐨勬柊鎵嬮兘棰囨湁鍔╃泭锛?1,,,
骞冲彴澶崱锛岃褰曚笉鑳藉強鏃舵洿鏂?0,,,
鎴戜滑姣忓ぉ瀹屾垚鐪嬭棰? 閭ｆ病鏈夋彁浜や綔涓氬悧,0,,
澶浜嗭紝杩欐牱鐨勮绋嬶紒闈炲父瀹炵敤锛岃€佸笀璁茶В鍔″疄锛屽姩浣滅ず鑼冩爣鍑嗐€備竴瀹氬ソ濂藉涔犮兙 ^_^?,1,,
鍚€佸笀蹇电瀛愬惛鏀朵笉浜嗗晩銆傘€?0,,,
寰堝惛寮曚汉鐨勫唴瀹?1,,,
瓒呯骇鍠滄 鍐呭璇︾粏,1,,
鍐呭鐢熷姩缈斿疄锛屽浜庤緟鍔╃悊瑙ｅ緢鏈夌敤锛?1,,,
"寰堝ソ锛屾湁鍏磋叮
",1,,
鐗瑰埆鐗瑰埆鍨冨溇,0,,
娌℃湁鏃堕棿璺熻繘瀛︿範,0,,
涓轰粈涔堝彧鑳界湅绗竴绔狅紵,0,,
"pc鐗堟枃妗ｇ湅涓嶄簡
",0,,
浠庢瘡浣嶆湁缁忛獙鐨勭彮涓讳换鑰佸笀韬笂閮借兘瀛﹀埌鍏充簬濡備綍绠＄悊濂界彮绾у強鍋氫竴鍚嶅悎鏍肩殑鐝富浠荤殑缁忛獙鍜屾櫤鎱э紝閫氳繃鐢熷姩鐨勬渚嬭鎴戜滑鏇村姞娓呮櫚銆佺洿鎺ョ殑瀛︿範瀵瑰緟涓嶅悓瀛╁瓙鐨勬柟娉曚笌绛栫暐锛屽彈鐩婂尓娴呫€?1,,,
鑰佸笀鎯虫柟璁炬硶璋冨姩瀛╁瓙浠殑绉瀬鎬э紝鎻愰珮瀛╁瓙浠殑瀛︿範鍏磋叮锛岃瀛╁瓙浠湪濞变箰涓鍒扮煡璇嗭紝鎴戞劅瑙夐潪甯稿ソ銆?1,,,
鏃犺浜嗐€傘€傘€?0,,,
鑰佸笀璁茬殑瓒呯骇妫掞紒,1,,
瀛︾敓浜掕瘎鏄釜寰堝瀮鍦剧殑鐜妭,0,,
娣卞叆娴呭嚭锛岀畝鏄庢竻鏅帮紝寰堝彈鏁欙紝寰堝枩娆?1,,,
椹€佸笀寰堟锛侊紒,1,,
瀹跺涵鏁欒偛瀵瑰効绔ユ垚闀胯嚦鍏抽噸瑕併€?0,,,
鎮ㄦ槸瑙夊緱鎴戠湅涓嶆噦涓浗瀛楋紝鐗瑰湴鎶婅鏈康涓€閬嶅悧锛?0,,,
鎰熻阿涓浗澶уMOOC锛屼赴瀵屾垜鐨勭敓娲伙紝寮€鎷撴垜鐨勭敓娲汇€傜壒鍒ソ鐨勪竴娆惧叕鐩婅蒋浠跺钩鍙帮紝鍙互鑱嗗惉鍚勫ぇ鍚嶆牎鍗氬鐨勮寰堟槸娆ｅ枩銆傝棰戠煭灏忥紝鍙互闅忔椂闅忓湴瀛︿範锛岄潪甯搁€傚悎鎴戜滑銆傛劅璋ooc骞冲彴鍙婃暣涓洟闃熺殑浠樺嚭锛屽叾鎰忎箟鍦ㄤ簬铏界劧鎴戜滑绂诲紑浜嗘牎鍥紝浣嗘瀬澶у湴鎷夎繎浜嗘垜浠笌璁插爞鐨勮窛绂汇€?1,,,
鎴戞墠鍙戠幇鐩墠鍙彁渚涜璇佽瘉涔︼紝鍙互琛ュ姙涓€涓悧锛熼夯鐑﹀伐浣滀汉鍛樼湅鍒板悗锛屽洖澶嶄竴涓嬶紝璋㈣阿锛?1,,,
鑰佸笀璁茬殑寰堥€忓交锛屾敹鑾峰緢澶?1,,,
寰堝ソ锛屼篃寰堝疄鐢紒,1,,
鎰熻娌℃湁绾夸笅鎺堣鐨勭揣杩?1,,,
鏁欏笀璁叉巿鐨勮绋嬮潪甯镐笓涓氾紝鐭ヨ瘑寰堟柊棰栵紝鎶€鏈緢鍒颁綅锛屽涔犲悗寰堝彈鐢ㄣ€?1,,,
娑ㄧ煡璇嗕簡锛岄潪甯稿枩娆紝澶ц禐锛?1,,,
鎸轰笉閿欑殑锛岄毦搴︿笉澶?1,,,
澶浜嗚鎴戝彈鐩婂尓娴?,1,,
寰堝ソ锛屽共璐у,1,,
璇句欢鍐呭涓板瘜,1,,
鎺堣鏂瑰紡楹荤儲,0,,
鑰佸笀璁插緱寰堟锛?1,,,
鑰佸笀涓婅鏉＄悊娓呮櫚鏄撲簬鐞嗚В,1,,
鍐呭涓板瘜鍏呭疄锛屽涔犳椂闂磋嚜鐢?1,,,
璁茬殑涓€鐐归兘涓嶅ソ 娌℃湁鎰熸儏鍙細蹇祊pt,0,,
澶у鎱曡鏈夊埄浜庢垜浠厖鍒嗗埄鐢ㄧ鐗囧寲鐨勬椂闂达紝鍦ㄧ┖闂茬殑璇句綑鏃堕棿瀛﹀埌鐭ヨ瘑銆傚悓鏃讹紝浠ヨ棰戞挱鏀炬巿璇撅紝鎴戜滑鍙互涓嶆柇鍦板洖鏀撅紝涓嶆柇鍦板珐鍥虹煡璇嗭紝鎶婁笉鐞嗚В鐨勭悊瑙ｉ€忓交,1,,
鐪嬩簡璇句互鍚庝笉鍑鸿繘搴?0,,,
浣滀笟浜掕瘎鍙兘鐢ㄧ數鑴戯紵锛燂紵,0,,
璧剁揣鍊掗棴锛屾氮璐规椂闂?,0,,
鎴戦潪甯稿枩娆㈡灄鑰佸笀鐨勫彲璇撅紝鍙楃泭鍖祬锛岃阿璋紒,1,,
濂斤紝鍙楃泭鍖祬銆?1,,,
涓嶈兘瑙嗛杩炴挱,0,,
浼犺涓殑PPT鑰佸笀锛岃璇剧湡涓嶅拫鍦?0,,,
涓€鏄熺粰鑰佸笀锛屽墿涓嬬殑缃戠珯缁?鍒嗭紝涓€鐩村穿婧冪殑缃戦〉,0,,
璇剧▼澶浜嗭紝鍏ㄩ兘鏄収鐫€璇炬湰蹇碉紝涓嶆幒鏉備竴涓濇劅鎯呭畬缇庡湴鎶婁功鏈噷鐨勫唴瀹瑰康浜嗗嚭鏉?0,,,
鎴戞劅瑙夎繕琛岋紝鐪嬩簡涔嬪悗鎴戣繕鏄鍒颁簡涓€浜涙垜浠ュ墠涓嶇煡閬撶殑涓滆タ,0,,
浜嗚В閰掓枃鍖栬繕鏈夐ギ閰掓敞鎰忎簨椤瑰鎴戜滑鏈夊緢澶氱泭澶?,0,,
鎴戜滑鎯冲惉鏁欐巿鐨勬嫇灞曡€屼笉鏄康璇炬湰锛岃阿璋?0,,,
缁忓父蹇樿瀛︿範缃戣,0,,
杈ｉ浮锛岃繖鎬庝箞涓嶈兘鐪嬪晩锛佽繕鏈夊摢涓繘搴︽潯鎬庝箞涔熸弧涓嶄簡锛岀湡瑕佸懡,0,,
鐓ч┈宸ョ▼鏁欐潗蹇靛彲杩樿,0,,
鏈夌殑绠€鍗曠殑鍦版柟濂界悊瑙ｏ紝瑙夊緱杩樿锛屾湁鐨勯毦寰楀湴鏂硅寰楄窡灞庝竴鏍凤紝鐩存帴璺熺潃PPT缁冿紝鏈夊眮鐢紝涓€鐐硅嚜宸辩殑璁茶鏂瑰紡閮芥病鏈夛紝浣犳槸鍦ㄧ粌涔犳櫘閫氳瘽鍛㈣繕鏄湪璁茶鍛?0,,,
瀛︿範浜嗗緢澶氬０涔愮殑鏂规硶,1,,
瀛︿範浜嗗井绉垎锛?浜嗚В浜嗗緢澶氬叧浜庡井绉垎鐨勭煡璇嗭紝 鍦ㄨ鍫備笂鐨勫涔犲拰鍦ㄨ涓嬬殑瀛︿範锛岃鎴戞洿娣卞眰娆＄殑浜嗚В浜嗗畠锛?杩愮敤浜嗗畠銆傛垜鍙戠幇浠栧彲浠ヨ骞挎硾浣跨敤鍦ㄧ粡娴庡褰撲腑锛?鍦ㄦ垜浠涔犵粡娴庣殑杩囩▼涓紝鏃犳椂鏃犲埢涓嶉渶瑕佷粬鏉ュ府鍔╂垜浠殑瀛︿範銆傛劅鎭╄€佸笀鐨勮缁嗚瑙~涓鸿€佸笀鎵揷all锛?,1,,
涓嶅お濂斤紝瀵圭溂鐫涗笉澶ソ,0,,
鏈夌偣闅炬湁鐐归毦,0,,
姝绘澘姝绘澘姝绘澘鐨勮绋嬶紝涓嶅缓璁嬁杩欎釜瀛︼紝澶潙浜?0,,,
杩欎簺璇剧▼寰堝ソ鐨勭紦瑙ｄ簡鎴戝唴蹇冨鏂板瀷鐥呮瘨鐨勬亹鎱岋紝骞朵笖鏁欎細鎴戜滑濡備綍姝ｇ‘鐪嬪緟锛屾垜瑙夊緱闈炲父濂斤紝鍒╃敤浜嗘椂闂翠篃瀛﹀埌浜嗕笢瑗裤€?1,,,
鑰佸笀涔熷お宸簡鍚с€傘€傘€傘€傘€傚康璇句欢锛?0,,,
鏁存尯濂介潪甯告,1,,
鍙互闈炲父瀹炵敤,1,,
閫氳繃鎱曡瀛︿範浣挎垜鏇村姞浜嗚В浜嗚鍫備笂瀛︿笉鍒扮殑鐭ヨ瘑锛?1,,,
杩欒妭璇惧緢濂?,1,,
鍏抽棴浜嗭紝鎴戠湅鍒颁竴鍗婅鎹㈣绋?0,,,
鎴戣寰楄繖闂ㄨ璁╂垜寰堝ソ鐨勫涔犲埌浜?Dsmax,1,,
鎴戞劅jio浜虹敓寰楀埌浜嗗崌鍗?,1,,
鑰佸笀璁茬殑寰堟湁鏉＄悊锛岃浠朵篃寰堝惛寮曚汉,1,,
澶氬鎻愰珮瑙嗛璐ㄩ噺锛岀粏鑷磋瑙ｃ€傝阿璋紝鎴戜細涓€鐩村叧娉ㄣ€?1,,,
濂斤紝璇剧▼瀹夋帓闈炲父鍚堢悊,1,,
"娌℃湁鏁欐潗锛屾病鏈塸pt锛屾斁涓€閬嶅氨鍍忕湅鐢靛奖銆傘€傘€?涓€鑺傝宸存媺宸存媺璇翠竴澶у爢锛燂紵锛熼毦閬撲竴寮犲紶鎴睆锛燂紵锛熻绋嬪唴瀹瑰€掓槸杩樺彲浠ワ紝灏辨槸璇剧▼瀹夋帓寰椾竴鐐归兘涓嶄汉鎬у寲锛屽樊璇勩€傘€傘€?,0
宸瘎宸瘎宸瘎宸瘎宸瘎,0
瀛︿細浜嗗井璇撅紝鎬濈淮瀵煎浘鐨勫缁存暀瀛︽柟寮?1
寰堟柟渚?鑾峰緱鐨勮祫婧愪篃寰堝""",1,,
闅忕潃鍏湁鍏叡璁炬柦鐨勫澶氾紝浜烘皯缇や紬缁存潈鎰忚瘑鏄捐憲鎻愰珮锛岃嚧浣跨浉鍏虫浠舵暟閲忓墽澧烇紝妗堟儏鏃ヨ秼澶嶆潅鍖栥€傚湪妗堜欢瀹″垽杩囩▼涓紝鍗曠函閲囩敤姘戜簨娉曞緥瑙勫畾澶勭悊璁炬柦鑷村闂锛屽瓨鍦ㄨ鏂界鐞嗚€呬笌鍙楀鑰呬箣闂翠富浣撲笉骞崇瓑锛屼笉鍒╀簬淇濇姢鍙楀鑰呮潈鐩婏紝琛屾斂涓讳綋涓嶄綔涓洪毦浠ヨ拷璐ｇ瓑闂锛屽凡缁忕獊鏄惧嚭寰堝鐨勭己闄峰拰涓嶈冻銆傚洜姝わ紝搴斿鍏湁鍏叡璁炬柦鑷村妗堜欢杩涜閲嶆柊瀹¤锛屼粠褰掕矗鍘熷垯銆佹晳娴庨€斿緞绛夊涓柟闈㈣繘琛屾柊鐨勬帰绱紝瀵绘眰鏂扮殑鍑鸿矾锛屼互渚垮垏瀹炰繚闅滀繚鎶ゅ彈瀹宠€呯殑鏉冪泭銆?1,,,
鎶婁細璁″璁插緱鐢熷姩娲绘臣锛屾祬鏄炬槗鎳傦紝寰堝枩娆㈣繖涓绋?1,,,
闈炲父褰㈣薄銆佺粏蹇冿紝鑰佸笀寰堝杽浜庝妇渚嬪瓙,1,,
璁╀汉韬复鍏跺鐨勬暀瀛︽ā寮?1,,,
杩涘害鏉℃湁闂锛屽杩囩殑璇剧▼涓嶈兘鍑嗙‘鍦ㄨ繘搴︽潯涓婂弽鏄狅紝涓ラ噸寤惰繜銆?0,,,
妗堜緥寰堢敓鍔紝瀹炵敤鎬ц緝寮恒€傚寮€鍙戝競鍦烘湁涓€瀹氱殑甯姪銆?0,,,
PPT鎵撲笉寮€,0,,
澶揩浜嗭紝娌℃湁璇︾粏鍒嗘瀽鍔ㄤ綔锛屽簲璇ヤ笓闂ㄥ埗浣滀竴涓姩浣滅殑瑙嗛,0,,
鍞愮浜戣€佸笀璁茬殑涓嶅叏闈?0,,,
璁茶В閫昏緫娓呮櫚锛屽浗璇彂闊虫爣鍑嗐€?瀵逛互鍓嶅湪瀛︽牎涓嶅姫鍔涚殑鎴戝府鍔╂瀬澶~Thanks,1,,
鍖诲瀵勭敓铏槸涓€闂ㄥ緢涓嶉敊鐨勫绉戯紝灏嗙粰浠婂悗鐨勪复搴婂涔犳墦涓嬪く瀹炵殑鍩虹銆?1,,,
寰堝叏闈紝瀛︿範璧锋潵寰堟柟渚?1,,,
闈炲父濂斤紝鐞嗚В閫忓交,1,,
鎰熷彈棰囨繁锛岀户缁涔?0,,,
澶х埍鏃厜鑰佸笀锛岃鐨勫緢娓呮,1,,
鐪嬩簡瑙嗛杩涘害鏉￠兘涓嶅姩锛屾湇浜嗗摝,0,,
鍋氬畬浜嗚浣犳病鍋氬畬銆?0,,,
寰堟妫掓妫掓鍝?,1,,
浼犺涓殑PPT鑰佸笀,0,,
瀛﹀埌浜嗕竴浜涗簺,1,,
浠ｇ爜璁茬殑寰堝皯,0,,
娉曞鍘熸潵杩樻尯鏈夎叮,1,,
瓒呭枩娆笂涓囪€佸笀鐨勬瘺姒傝鍟婏紒涓嶅悓涓€鑸殑鏋嚗涓婅褰㈠紡锛岃繖绉嶉噰鐢ㄧ嚎涓婄嚎涓嬬粨鍚堬紝瀛︾敓鍗犱富瀵肩殑涓婅褰㈠紡浣垮緱璇惧爞姘旀皼娲昏穬浜嗗緢澶氥€傛垜涔熺湡鐨勪粠杩欑褰㈠紡鐨勪笂璇炬柟寮忎腑瀛﹀埌浜嗗緢澶氥€?1,,,
"瀛︽湁鎵€寰楋紝鍙楃泭鍖祬
",1,,
鐪嬭捣鏉ユ病鎰忔€?缃戠珯鍙堝崱,0,,
鍠滄鏉庤€佸笀鐨勮 绠€鍗曟槗鎳?寤朵几鎬у己,1,,
鑳藉惊搴忔笎杩涘湴璁よ瘑浜哄姏璧勬簮杩欎釜鑱屼笟鐨勫墠涓栦粖鐢燂紝瀵逛簡瑙ｈ繖涓亴涓氭劅瑙夊緢鏈夊府鍔┿€?1,,,
鎰熻阿涓浗澶у鎱曡甯︾粰浜嗘垜浜虹敓鐨勬敼鍙橈紝澶╂墠鍦ㄤ簬绉疮锛屽潥鎸佷笅鍘伙紝鎴戜滑閮芥湁璐ㄧ殑椋炶穬锛?0,,,
鑰佸笀鐨勬湕璇绘姂鎵】鎸紝寰堟湁鎰熸儏锛屾湕璇荤殑绋垮瓙涔熷啓鐨勫緢濂斤紒缇庝腑涓嶈冻鐨勫氨鏄洰鍏夋€绘槸鍘荤湅锛岃劚绋跨殑璇濇晥鏋滀細鏇村ソ锛?0,,,
灏辫繖锛熷氨杩欏瀮鍦捐绋嬶紵4-2闊崇敾涓嶅悓姝ラ偅鏄湡鐨勭墰閫硷紝濂崇殑璇磋瘽鎴戣姝讳簡路锛屽氨杩欙紵杩樺嚭瑙嗛锛熶綘浠嚭瑙嗛涓嶅ソ濂藉鏍哥殑鍚楋紝灏辫繖鍨冨溇瑙嗛路涔熷ソ鎰忔€濊浜轰汉浼氬缓妯★紝鍨冨溇,0,,
鑰佸笀璁茶鏂瑰紡棰囧叿鐗硅壊,0,,
涓婁紶璇煶鏄粈涔堥锛屽己鐑堣按璐ｏ紝璁╀笉璁╀汉娲讳簡銆?0,,,
鍐呭寰堣缁嗭紝鎶婁竴浜涚悊璁烘蹇佃瑙ｇ殑杈冧负娓呮櫚锛岄厤鍚堣鍚庝範棰橈紝杈冧负瀹规槗鎺屾彙鏁欏鍐呭,1,,
浜掕仈缃?鏃朵唬锛屾暀甯堜釜浜虹煡璇嗕笌鍦ㄧ嚎璧勬簮杩炵嚎锛岀幇鍦ㄧ殑闂涓嶆槸璧勬簮澶皯锛岃€屾槸璧勬簮澶锛岃壇鑾犳贩鏉傦紝鏃犱粠閫夋嫨銆傝璇剧▼璁茶В浜嗘暀甯堜釜浜虹煡璇嗙鐞嗙殑浣撶郴鏋舵瀯銆佽祫婧愬垎绫讳笌缁熺绠＄悊鐨勬柟娉曪紝瀵规暀甯堢悊娓呬釜浜虹煡璇嗕綋绯伙紝鎻愰珮宸ヤ綔瀛︿範鏁堢巼澶ф湁瑁ㄧ泭銆?1,,,
fw杞欢............,0,,
瀵硅绋嬫湁浜嗚鐭ュ拰浜嗚В锛岄厤鍚堣鍫傛晥鐜囨洿楂?1,,,
寰堟寰堟寰堟寰堟,1,,
绾夸笂绾夸笅浜ゆ浛锛屾槸鍒涙柊涔熸槸寰堝ソ鐨勫涔犳柟寮忥紝鑰佸笀璁茬殑涔熷緢濂姐€?1,,,
娴佺▼绻佺悙锛屾病鏈夊鍒扮煡璇?0,,,
绗叚鍗曞厓鍋氬畬涓夐亶娌＄瓟妗?0,,,
鐪嬭繃涓嶆樉绀?浠€涔堢帺鎰?0,,,
姣涙閮借瀛︿範鎱曡锛屾垜(n)涓?m)鐢?s)姘?l),0,,
杩欎釜璇炬暀浼氭垜寰堝鍏充簬鐢佃剳搴旂敤鎶€鑳?1,,,
鍋囧ぇ绌?!!!鎴戠殑鍑哄彂鐐瑰氨鏄敊鐨?杩欒灏变竴 灏惧ぇ涓嶆帀鐨勪笢瑗?!!!!!!!!!!!!!!,0,,
鍨冨溇銆傘€傘€傘€?0,,,
杩欓棬璇捐鐨勫ソ,1,,
璁茬殑鎸哄ソ鐨勶紝瀛﹀埌浜嗗緢澶?1,,,
鑰冭瘯鍜屽叕鍛婄殑鏃堕棿涓嶅锛屽彂鐨勯偖浠跺張琚玅Q閭褰撳瀮鍦撅紝閿欒繃浜嗚€冭瘯锛屾氮璐规椂闂淬€?0,,,
鑰佸笀璁插緱寰堝ソ锛屼絾鏄綉涓婂涔犱綋楠屽疄鍦ㄤ笉濂斤紝杩樻槸鍠滄绾夸笅浜ゆ祦,1,,
璁茬殑涓嶅璇︾粏锛屼笉澶熼€忓交,0,,
涓€鍒颁緥棰樺氨鍗℃ 鎵嬫満鐢佃剳閮藉崱姝?0,,,
娌¤€佸笀鎴戞€庝箞瀛?鏈夎€佸笀鎴戦兘瀛︿笉浼氾紝娌¤€佸笀鎴戝nm锛屾垜鑺遍挶鐪嬭棰戣兘涓婃竻鍗庣殑璇?锛屾垜鑺遍挶鍘绘湰浜屽共鍢?0,,,
涓嶉敊涓嶉敊鍟妦,1,,
"鎬讳綋鏉ヨ姣旇緝濂?
",0,,
浠€涔堟椂鍊欑敵璇疯瘉涔?0,,,
闈炲父鎰熻阿姝ゆ瀛︿範鏈轰細锛岃鑷繁鏈変簡鏇村ソ鐨勬彁鍗囥€?1,,,
棣栧厛浣犻渶瑕佸涔犺繖闂ㄥ闂紝鑰佸笀鐨勬暀鎺堟劅瑙変笉閿欙紝鎴戜細鍔姏瀛﹀ソ杩欓棬璇剧▼,0,,
涓轰粈涔堝彧鏈変笁绔?0,,,
鏄庢槑鏄嚜宸卞啓鐨勭▼搴忥紝浠栧嵈璇存垜鏄妱鐨?0,,,
濂界殑浼氳浣犵墰,1,,
鏈夊緢澶氬湴鏂癸紝鏅€氳瘽,0,,
